id;name;nationality;sex;dob;height;weight;sport;gold;silver;bronze
634165369;Marcos Macedo;BRA;male;09/09/1990;1.89;85;aquatics;0;0;0
23863163;Marcos Pasin;BRA;male;5/27/93;1.73;69;hockey;0;0;0
728513422;Marcus D'almeida;BRA;male;1/30/98;1.83;90;archery;0;0;0
799844777;Marcus Vinicius Marquinhos;BRA;male;5/31/84;2.07;104;basketball;0;0;0
227880733;Maria Bruno;BRA;female;8/28/92;1.6;54;aquatics;0;0;0
680445450;Maria Clara Lobo;BRA;female;09/03/1998;1.67;55;aquatics;0;0;0
639719665;Maria Eduarda Miccuci;BRA;female;06/07/1995;1.67;56;aquatics;0;0;0
917128574;Maria Portela;BRA;female;1/14/88;1.58;70;judo;0;0;0
960192083;Maria Suelen Altheman;BRA;female;08/12/1988;1.75;110;judo;0;0;0
114574006;Mariana Duarte;BRA;female;10/05/1996;1.7;67;aquatics;0;0;0
267541302;Mariana Ramalho;BRA;female;8/17/87;;;rugby sevens;0;0;0
354121976;Mariana Silva;BRA;female;2/22/90;1.73;63;judo;0;0;0
333749017;Marilson dos Santos;BRA;male;08/06/1977;1.74;58;athletics;0;0;0
970045887;Marily dos Santos;BRA;female;02/05/1978;1.58;46;athletics;0;0;0
190849137;Marina Canetta;BRA;female;04/01/1989;1.62;51;archery;0;0;0
38754507;Marina Canetti;BRA;female;1/24/83;1.69;63;aquatics;0;0;0
488705922;Marina Zablith;BRA;female;03/04/1987;1.8;77;aquatics;0;0;0
430914854;Mario Jose dos Santos Jr;BRA;male;09/10/1979;1.71;60;athletics;0;0;0
906005564;Marquinhos;BRA;male;5/14/94;1.85;70;football;1;0;0
919289341;Marta;BRA;female;2/19/86;1.62;56;football;0;0;0
552371572;Marta Baeza Centurion;BRA;female;03/02/1992;1.64;52;fencing;0;0;0
916498956;Martin Schaefer;BRA;male;10/18/89;1.83;82;rugby sevens;0;0;0
984490167;Martine Grael;BRA;female;02/12/1991;1.68;62;sailing;1;0;0
254178473;Mateus Filipe Gregorio Machado;BRA;male;07/05/1993;1.85;104;weightlifting;0;0;0
657155974;Matheus Borges;BRA;male;7/20/93;1.76;78;hockey;0;0;0
898031635;Matheus Santana;BRA;male;04/02/1996;1.91;90;aquatics;0;0;0
756883817;Mauricio Borges Almeida Silva;BRA;male;02/04/1989;1.99;99;volleyball;1;0;0
646748093;Mauricio Luiz de Souza;BRA;male;9/29/88;2.09;93;volleyball;1;0;0
297050524;Mayara Fier de Moura;BRA;female;12/05/1986;1.68;71;handball;0;0;0
135012058;Mayra Aguiar;BRA;female;08/03/1991;1.77;78;judo;0;0;1
179987194;Mayssa Raquel Pessoa;BRA;female;09/11/1984;1.8;66;handball;0;0;0
297451205;Michel Borges;BRA;male;6/16/91;1.82;;boxing;0;0;0
309781378;Miguel Valente;BRA;male;7/16/93;1.76;70;aquatics;0;0;0
638255791;Miriam Nagl;BRA;female;1/22/81;1.72;63;golf;0;0;0
716769230;Moacir Zimmermann;BRA;male;12/30/83;1.84;70;athletics;0;0;0
282645376;Moises Duque;BRA;male;12/21/88;1.73;75;rugby sevens;0;0;0
330073847;Monica;BRA;female;4/21/87;1.68;64;football;0;0;0
776634450;Morgana Gmach;BRA;female;6/17/94;1.59;44;gymnastics;0;0;0
313174082;Murilo Antonio Fischer;BRA;male;6/16/79;1.7;68;cycling;0;0;0
895831974;Nadia Colhado;BRA;female;2/25/89;1.94;88;basketball;0;0;0
29258479;Natalia Gaudio;BRA;female;12/18/92;1.7;55;gymnastics;0;0;0
482560028;Natalia Luccas;BRA;female;9/13/96;1.67;63;aquatics;0;0;0
121155817;Natalia Pereira;BRA;female;04/04/1989;1.84;76;volleyball;0;0;0
238114237;Nathalie Moellhausen;BRA;female;12/01/1985;1.77;63;fencing;0;0;0
188152707;Nene Hilario;BRA;male;9/13/82;2.11;113;basketball;0;0;0
780066644;Neymar;BRA;male;02/05/1992;1.74;68;football;1;0;0
997930388;Nicolas Ferreira;BRA;male;9/25/92;1.85;84;fencing;0;0;0
27749600;Nicolas Nilo;BRA;male;08/04/1987;1.95;92;aquatics;0;0;0
424937241;Nilson Moreira da Silva;BRA;male;12/24/76;1.78;74;equestrian;0;0;0
158456610;Nubia Soares;BRA;female;3/26/96;1.76;52;athletics;0;0;0
657263947;Oswaldo dos Santos Guimaraes;BRA;male;10/23/89;1.83;90;handball;0;0;0
712874334;Palmira Marcal;BRA;female;5/20/84;1.74;76;basketball;0;0;0
608348414;Pamela Nogueira;BRA;female;7/17/88;1.64;54;aquatics;0;0;0
495081578;Pamella Oliveira;BRA;female;10/06/1987;1.65;60;triathlon;0;0;0
919589860;Patricia Freitas;BRA;female;03/10/1990;1.73;59;sailing;0;0;0
319404194;Patrick Lourenco;BRA;male;07/02/1993;1.64;;boxing;0;0;0
764251988;Patrick van der Heijden;BRA;male;9/19/92;1.8;70;hockey;0;0;0
407521099;Paula Cristina Goncalves;BRA;female;08/11/1990;1.76;68;tennis;0;0;0
134532053;Paula Ishibashi;BRA;female;2/14/85;1.56;58;rugby sevens;0;0;0
311057526;Paulo Batista;BRA;male;1/27/93;1.85;90;hockey;0;0;0
185993510;Paulo Roberto Paula;BRA;male;07/08/1979;1.7;55;athletics;0;0;0
538800855;Paulo Salemi;BRA;male;08/08/1993;1.91;94;aquatics;0;0;0
191275004;Pedro Luiz de Oliveira;BRA;male;2/17/92;1.8;83;athletics;0;0;0
173848012;Pedro Solberg;BRA;male;3/27/86;1.94;90;volleyball;0;0;0
66114756;Pedro Tavares de Almeida;BRA;male;12/11/1993;1.76;78;equestrian;0;0;0
299349112;Pedro Veniss;BRA;male;01/06/1983;1.81;66;equestrian;0;0;0
595693599;Pedro da Silva;BRA;male;04/12/1993;1.76;69;canoe;0;0;0
219934113;Peterson dos Santos;BRA;male;3/31/91;1.81;70;athletics;0;0;0
974099683;Poliana;BRA;female;02/06/1991;1.72;60;football;0;0;0
39584129;Poliana Okimoto;BRA;female;03/08/1983;1.65;52;aquatics;0;0;1
230616729;Priscilla Stevaux Carnaval;BRA;female;12/02/1993;1.56;58;cycling;0;0;0
457575476;Rafael Alcantara;BRA;male;02/12/1993;1.74;65;football;1;0;0
825109201;Rafael Andrade;BRA;male;05/07/1986;1.68;;gymnastics;0;0;0
730338405;Rafael Buzacarini;BRA;male;10/06/1991;1.83;100;judo;0;0;0
558313217;Rafael Hettsheimeir;BRA;male;6/16/86;2.08;120;basketball;0;0;0
125913109;Rafael Luz;BRA;male;02/11/1992;1.88;95;basketball;0;0;0
501691381;Rafael Silva;BRA;male;05/11/1987;2.03;160;judo;0;0;1
361799297;Rafaela Silva;BRA;female;4/24/92;1.69;57;judo;1;0;0
98299217;Rafaelle;BRA;female;6/18/91;1.75;67;football;0;0;0
608420333;Raiza Goulao-Henrique;BRA;female;2/28/91;1.68;56;cycling;0;0;0
57685762;Raquel Fernandes;BRA;female;3/21/91;1.6;56;football;0;0;0
254376988;Raquel Kochhann;BRA;female;10/06/1992;1.72;70;rugby sevens;0;0;0
788112409;Raulzinho Neto;BRA;male;5/19/92;1.92;82;basketball;0;0;0
677348878;Rayssa Costa;BRA;female;3/16/91;1.76;63;fencing;0;0;0
707114327;Rebeca Andrade;BRA;female;05/08/1999;1.45;45;gymnastics;0;0;0
736324919;Renato Augusto;BRA;male;02/08/1988;1.86;86;football;1;0;0
897045693;Renato Portella;BRA;male;12/05/1962;1.65;74;shooting;0;0;0
466194153;Renato Rezende;BRA;male;2/28/91;1.71;72;cycling;0;0;0
859598308;Renzo Agresta;BRA;male;6/27/85;1.81;76;fencing;0;0;0
279428980;Ricardo Lucarelli;BRA;male;2/14/92;1.95;79;volleyball;1;0;0
923708870;Ricardo Santos;BRA;male;05/08/1980;1.85;73;sailing;0;0;0
820785891;Ricardo de Souza;BRA;male;9/21/94;1.75;70;athletics;0;0;0
371852297;Robenilson de Jesus;BRA;male;9/24/87;1.66;;boxing;0;0;0
503602363;Robert Scheidt;BRA;male;4/15/73;1.88;76;sailing;0;0;0
340569096;Roberto Maehler;BRA;male;1/25/85;1.83;82;canoe;0;0;0
509328493;Roberto Schmits;BRA;male;02/04/1969;1.87;90;shooting;0;0;0
938744484;Robson Conceicao;BRA;male;10/25/88;1.75;;boxing;1;0;0
216037265;Rodrigo Caio;BRA;male;8/17/93;1.82;70;football;1;0;0
699797697;Rodrigo Dourado;BRA;male;6/17/94;1.86;80;football;1;0;0
817730923;Rodrigo Faustino;BRA;male;01/06/1987;1.67;69;hockey;0;0;0
259323134;Rodrigo Steimbach;BRA;male;1/30/96;1.61;58;hockey;0;0;0
620929414;Rogerio Dutra Silva;BRA;male;02/05/1984;1.8;73;tennis;0;0;0
616812664;Rosane Sibele Budag;BRA;female;8/27/73;1.74;66;shooting;0;0;0
389253550;Rosane dos Reis Santos;BRA;female;6/20/87;1.62;53;weightlifting;0;0;0
828730273;Rosangela Santos;BRA;female;12/20/90;1.66;64;athletics;0;0;0
179815659;Rubens Donizete Valeriano;BRA;male;8/14/79;1.73;69;cycling;0;0;0
659959985;Ruda Franco;BRA;male;7/25/86;1.85;90;aquatics;0;0;0
103779726;Ruy Fonseca;BRA;male;06/09/1973;1.81;76;equestrian;0;0;0
969554371;Samira Rocha;BRA;female;1/26/89;1.7;64;handball;0;0;0
120558748;Samuel Albrecht;BRA;male;09/02/1981;1.8;71;sailing;0;0;0
842091888;Sarah Menezes;BRA;female;3/26/90;1.54;48;judo;0;0;0
601579213;Sarah Nikitin;BRA;female;12/27/88;1.7;75;archery;0;0;0
558359788;Sergio Dutra Santos;BRA;male;10/15/75;1.84;78;volleyball;1;0;0
534656783;Sergio Sasaki;BRA;male;3/31/92;1.61;64;gymnastics;0;0;0
994348153;Sheilla Castro de Paula Blassioli;BRA;female;07/01/1983;1.85;65;volleyball;0;0;0
466638845;Slobodan Soro;BRA;male;12/23/78;1.96;100;aquatics;0;0;0
504624644;Solonei da Silva;BRA;male;4/18/82;1.72;65;athletics;0;0;0
380056302;Stefano Giantorno;BRA;male;9/27/91;1.7;73;rugby sevens;0;0;0
891602037;Stephan de Freitas Barcha;BRA;male;10/27/89;;;equestrian;0;0;0
352127171;Stephane Smith;BRA;male;5/15/89;1.73;70;hockey;0;0;0
654852458;Tabata de Carvalho;BRA;female;4/23/96;1.71;61;athletics;0;0;0
346992499;Taina Paixao;BRA;female;11/29/91;1.71;69;basketball;0;0;0
449390990;Tais Balconi;BRA;female;04/11/1991;1.64;63;rugby sevens;0;0;0
658175291;Tais Rochel;BRA;female;10/16/83;1.65;61;fencing;0;0;0
808567905;Tales Cerdeira;BRA;male;1/21/87;;;aquatics;0;0;0
302432944;Talita Rocha;BRA;female;8/29/82;1.81;64;volleyball;0;0;0
877029068;Talles Frederico Silva;BRA;male;8/20/91;1.9;78;athletics;0;0;0
19869535;Tamires;BRA;female;10/10/1987;1.61;54;football;0;0;0
267796493;Tamires Lima de Araujo;BRA;female;5/16/94;1.8;77;handball;0;0;0
120820876;Tammy Takagi;BRA;female;03/11/1991;1.61;59;aquatics;0;0;0
829450313;Tatiane Pacheco;BRA;female;10/16/90;1.81;69;basketball;0;0;0
12705539;Tatiele Roberta de Carvalho;BRA;female;11/22/89;1.56;50;athletics;0;0;0
556483244;Teliana Pereira;BRA;female;7/20/88;1.67;62;tennis;0;0;0
135938063;Tess Oliveira;BRA;female;01/06/1987;1.65;58;aquatics;0;0;0
332545480;Thais Guedes;BRA;female;1/20/93;1.64;60;football;0;0;0
951388142;Thaisa;BRA;female;12/17/88;1.66;59;football;0;0;0
296920401;Thaisa Menezes;BRA;female;5/15/87;1.96;75;volleyball;0;0;0
666839179;Thiago Andre;BRA;male;08/04/1995;1.63;52;athletics;0;0;0
176515757;Thiago Bomfim;BRA;male;9/21/90;1.93;84;hockey;0;0;0
544759251;Thiago Braz da Silva;BRA;male;12/16/93;1.83;75;athletics;1;0;0
682318749;Thiago Maia;BRA;male;3/23/97;1.78;69;football;1;0;0
79240685;Thiago Pereira;BRA;male;1/26/86;1.87;83;aquatics;0;0;0
36658255;Thiago Simon;BRA;male;04/03/1990;1.84;93;aquatics;0;0;0
69081785;Thiagus dos Santos;BRA;male;1/25/89;1.98;104;handball;0;0;0
831910280;Thomaz Bellucci;BRA;male;12/30/87;1.88;82;tennis;0;0;0
850164905;Tiago Camilo;BRA;male;5/24/82;1.8;90;judo;0;0;0
662685854;Uilson;BRA;male;4/28/94;1.86;80;football;1;0;0
723818458;Vagner Junior Souta;BRA;male;02/10/1991;1.87;84;canoe;0;0;0
839835613;Valdivia;BRA;male;10/04/1994;;;football;0;0;0
287472239;Vanessa Chefer;BRA;female;03/05/1990;1.78;68;athletics;0;0;0
87607313;Vanessa Cozzi;BRA;female;3/25/84;1.7;57;rowing;0;0;0
967486655;Venilton Teixeira;BRA;male;09/06/1995;1.82;58;taekwondo;0;0;0
706996244;Victor Penalber;BRA;male;5/22/90;1.74;81;judo;0;0;0
810144612;Victoria Chamorro;BRA;female;07/10/1996;1.76;78;aquatics;0;0;0
904905925;Victoria Lovelady;BRA;female;11/29/86;1.62;48;golf;0;0;0
253097119;Vinicius Antonelli;BRA;male;03/01/1990;1.83;82;aquatics;0;0;0
29581250;Vinicius Teixeira;BRA;male;04/03/1988;1.88;110;handball;0;0;0
411101006;Vitor Benite;BRA;male;2/20/90;1.9;88;basketball;0;0;0
987131879;Vitor Hugo dos Santos;BRA;male;02/01/1996;1.85;74;athletics;0;0;0
623036229;Vitoria Cristina Rosa;BRA;female;01/12/1996;1.7;60;athletics;0;0;0
110185191;Viviane Bahia;BRA;female;2/14/94;1.76;67;aquatics;0;0;0
754088322;Wagner Domingos;BRA;male;3/26/83;1.87;100;athletics;0;0;0
419317871;Walace;BRA;male;04/04/1995;1.88;75;football;1;0;0
344970215;Wallace de Souza;BRA;male;6/26/87;1.98;87;volleyball;1;0;0
114920742;Welisson Rosa da Silva;BRA;male;11/22/83;1.6;85;weightlifting;0;0;0
455850470;Weverton;BRA;male;12/13/87;1.86;75;football;1;0;0
550290516;William;BRA;male;04/03/1995;1.71;65;football;1;0;0
624517317;William Arjona;BRA;male;7/31/79;1.85;78;volleyball;1;0;0
925824275;Willian Giaretton;BRA;male;9/26/90;1.93;73;rowing;0;0;0
9403852;Xavier Vela Maggi;BRA;male;08/07/1989;1.78;71;rowing;0;0;0
599927932;Yane Marcia Marques;BRA;female;01/07/1984;1.66;55;modern pentathlon;0;0;0
586074732;Ygor Coelho de Oliveira;BRA;male;11/24/96;1.83;78;badminton;0;0;0
409923311;Yuri van der Heijden;BRA;male;7/20/90;1.78;76;hockey;0;0;0
879954351;Zeca;BRA;male;5/16/94;1.7;69;football;1;0;0
915726586;Adrian Portela;ARG;male;03/08/1986;1.85;95;handball;0;0;0
638298176;Agustin Mazzilli;ARG;male;6/20/89;1.73;77;hockey;1;0;0
833236523;Agustin Vidal;ARG;male;07/08/1987;1.94;100;handball;0;0;0
794585269;Agustina Albertarrio;ARG;female;01/01/1993;1.65;55;hockey;0;0;0
441542780;Agustina Habif;ARG;female;03/08/1992;1.65;55;hockey;0;0;0
172676108;Ailen Valente;ARG;female;3/26/96;1.67;58;gymnastics;0;0;0
331799449;Alberto Ezequiel Melian;ARG;male;01/02/1990;1.7;;boxing;0;0;0
566773050;Alberto Ignacio Palmetta;ARG;male;04/05/1990;1.75;;boxing;0;0;0
383231190;Alexandra Keresztesi;ARG;female;4/26/83;1.83;72;canoe;0;0;0
524151751;Alexis Gonzalez;ARG;male;7/21/81;1.84;85;volleyball;0;0;0
697622072;Alexis Soto;ARG;male;10/20/93;1.64;66;football;0;0;0
255630772;Amelia Belotti;ARG;female;11/17/88;1.8;73;handball;0;0;0
335567750;Amelia Rosa Fournel;ARG;female;2/20/77;1.6;50;shooting;0;0;0
111502894;Ana Gallay;ARG;female;1/16/86;1.73;66;volleyball;0;0;0
922616500;Andres Nocioni;ARG;male;11/30/79;2.01;102;basketball;0;0;0
404311165;Angel Correa;ARG;male;03/09/1995;1.74;80;football;0;0;0
723171334;Antonela Mena;ARG;female;2/28/88;1.8;84;handball;0;0;0
454328324;Axel Muller;ARG;male;11/25/93;1.83;84;rugby sevens;0;0;0
874568110;Axel Werner;ARG;male;2/28/96;1.81;82;football;0;0;0
726557644;Bautista Ezcurra;ARG;male;4/21/95;1.8;82;rugby sevens;0;0;0
887354934;Bautista Saubidet Birkner;ARG;male;11/28/95;1.79;72;sailing;0;0;0
25375270;Belen Casetta;ARG;female;9/26/94;1.63;52;athletics;0;0;0
126816152;Belen Succi;ARG;female;10/16/85;1.77;72;hockey;0;0;0
85379844;Braian Toledo;ARG;male;09/08/1993;1.87;100;athletics;0;0;0
340440422;Brenda Rojas;ARG;female;10/15/95;1.66;64;canoe;0;0;0
870923074;Brian Rosso;ARG;male;8/16/87;1.84;84;rowing;0;0;0
44169801;Bruno Lima;ARG;male;02/04/1996;1.98;87;volleyball;0;0;0
248706880;Bruno Passaro;ARG;male;02/10/1989;1.75;72;equestrian;0;0;0
415538486;Carla Rebecchi;ARG;female;09/07/1984;1.63;55;hockey;0;0;0
562138964;Carlos Delfino;ARG;male;8/29/82;2;95;basketball;0;0;0
187632862;Catriel Andres Soto;ARG;male;4/29/87;1.75;68;cycling;0;0;0
721352055;Cecilia Carranza Saroli;ARG;female;12/29/86;1.64;63;sailing;1;0;0
161104873;Clarisa Sagardia;ARG;female;6/29/89;1.74;67;volleyball;0;0;0
378249166;Cristian Espinoza;ARG;male;04/03/1995;1.67;70;football;0;0;0
67716085;Cristian Pavon;ARG;male;1/21/96;1.72;69;football;0;0;0
781407492;Cristian Poglajen;ARG;male;7/14/89;1.95;94;volleyball;0;0;0
10083714;Daniel Dal Bo;ARG;male;09/08/1987;1.85;78;canoe;0;0;0
93209165;Daniel Diaz;ARG;male;07/07/1989;1.68;63;cycling;0;0;0
797004979;Delfina Merino;ARG;female;10/15/89;1.69;59;hockey;0;0;0
224926689;Demian Gonzalez;ARG;male;2/21/83;1.92;82;volleyball;0;0;0
367849834;Eduardo Sepulveda;ARG;male;6/13/91;1.73;63;cycling;0;0;0
442945772;Elke Karsten;ARG;female;5/15/95;1.75;65;handball;0;0;0
974556928;Emilce Sosa;ARG;female;09/11/1987;1.77;72;volleyball;0;0;0
743555148;Emiliano Grillo;ARG;male;9/14/92;1.78;78;golf;0;0;0
904221545;Emmanuel Lucenti;ARG;male;11/23/84;1.73;81;judo;0;0;0
578388383;Emmanuel Zapata;ARG;male;10/07/1986;1.8;80;modern pentathlon;0;0;0
928379539;Etel Sanchez;ARG;female;8/23/89;1.71;59;aquatics;0;0;0
724615961;Ezequiel Palacios;ARG;male;10/02/1992;1.98;95;volleyball;0;0;0
560065840;Ezequiel Unsain;ARG;male;03/09/1995;1.76;75;football;0;0;0
136342210;Fabian Gomez;ARG;male;10/27/78;1.73;80;golf;0;0;0
549448963;Facundo Callioni;ARG;male;10/09/1985;1.83;77;hockey;1;0;0
933200790;Facundo Campazzo;ARG;male;3/23/91;1.81;85;basketball;0;0;0
121940121;Facundo Conte;ARG;male;8/25/89;1.97;88;volleyball;0;0;0
866117672;Facundo Olezza Bazan;ARG;male;8/30/94;1.87;97;sailing;0;0;0
384768641;Federico Bruno;ARG;male;6/18/93;1.85;66;athletics;0;0;0
735031995;Federico Delbonis;ARG;male;10/05/1990;1.93;89;tennis;0;0;0
856887683;Federico Fernandez;ARG;male;10/17/89;1.91;88;handball;0;0;0
429655510;Federico Gil;ARG;male;4/29/88;1.75;78;shooting;0;0;0
959504694;Federico Grabich;ARG;male;3/26/90;1.93;92;aquatics;0;0;0
589818101;Federico Pizarro;ARG;male;09/07/1986;1.83;84;handball;0;0;0
38463047;Federico Vieyra;ARG;male;7/21/88;1.92;90;handball;0;0;0
649243319;Fernanda Russo;ARG;female;10/02/1999;1.66;60;shooting;0;0;0
52514011;Fernando Borello;ARG;male;02/12/1980;1.88;92;shooting;0;0;0
175585720;Fernando Daniel Martinez;ARG;male;7/18/91;1.65;;boxing;0;0;0
611572399;Fernando Garcia;ARG;male;8/31/81;1.9;91;handball;0;0;0
724928421;Fernando Luna;ARG;male;05/12/1990;1.82;80;rugby sevens;0;0;0
54068929;Florencia Habif;ARG;female;8/22/93;1.65;55;hockey;0;0;0
724902915;Florencia Natasha Busquets Reyes;ARG;female;6/27/89;1.92;68;volleyball;0;0;0
116672628;Franco Sabato;ARG;male;1/13/90;1.86;81;rugby sevens;0;0;0
630061946;Gabriel Deck;ARG;male;02/08/1995;1.97;107;basketball;0;0;0
836852876;Gabriela Aguirre;ARG;female;2/19/86;1.64;58;hockey;0;0;0
456762500;Gaston Revol;ARG;male;11/26/86;1.7;76;rugby sevens;0;0;0
827810713;Georgina Klug;ARG;female;06/11/1984;1.72;64;volleyball;0;0;0
140439112;German Chiaraviglio;ARG;male;4/16/87;1.95;84;athletics;0;0;0
588470797;German Lauro;ARG;male;04/02/1984;1.86;127;athletics;0;0;0
151532302;German Schulz;ARG;male;02/05/1994;1.88;95;rugby sevens;0;0;0
423925127;Geronimo Rulli;ARG;male;5/20/92;1.75;74;football;0;0;0
42773874;Giovani Lo Celso;ARG;male;04/09/1996;1.69;72;football;0;0;0
453426505;Giovanni Simeone;ARG;male;07/05/1995;1.68;76;football;0;0;0
69505234;Gonzalo Carou;ARG;male;8/15/79;1.9;100;handball;0;0;0
854221966;Gonzalo Carreras;ARG;male;10/26/89;1.86;88;canoe;0;0;0
124979010;Gonzalo Molina;ARG;male;05/05/1995;1.78;83;cycling;0;0;0
67406936;Gonzalo Peillat;ARG;male;08/12/1992;1.77;82;hockey;1;0;0
579541939;Gonzalo Raul Tellechea;ARG;male;07/11/1985;1.74;61;triathlon;0;0;0
220835497;Guido Pella;ARG;male;5/17/90;1.83;80;tennis;0;0;0
9637437;Guillermo Duran;ARG;male;06/06/1988;1.78;82;tennis;0;0;0
632290179;Ignacio Ortiz;ARG;male;7/26/87;1.8;76;hockey;1;0;0
877477413;Ignacio Perrin;ARG;male;1/20/85;1.72;;boxing;0;0;0
851400427;Iryna Khokhlova;ARG;female;1/29/90;1.67;60;modern pentathlon;0;0;0
874295706;Isidoro Ibarra;ARG;male;10/02/1992;1.75;75;hockey;1;0;0
834026891;Javier Rojas;ARG;male;4/15/91;1.88;81;rugby sevens;0;0;0
657843784;Jennifer Dahlgren;ARG;female;4/21/84;1.8;110;athletics;0;0;0
676801349;Joana Palacios;ARG;female;11/08/1996;1.6;63;weightlifting;0;0;0
779626305;Joaquin Arzura;ARG;male;5/18/93;1.7;71;football;0;0;0
202078151;Joaquin Menini;ARG;male;8/18/91;1.82;76;hockey;1;0;0
254041793;Jonathan Calleri;ARG;male;9/23/93;1.73;78;football;0;0;0
176573380;Jose Luis Gomez;ARG;male;9/13/93;1.67;70;football;0;0;0
314838135;Jose Luis Gonzalez;ARG;male;12/27/84;2.06;97;volleyball;0;0;0
225565069;Jose Maria Larocca;ARG;male;01/01/1969;1.87;83;equestrian;0;0;0
184806323;Josefina Fernandez;ARG;female;8/17/91;1.75;72;volleyball;0;0;0
867791853;Juan Gilardi;ARG;male;11/14/81;1.86;91;hockey;1;0;0
95348169;Juan Ignacio Caceres;ARG;male;1/31/92;1.68;75;canoe;0;0;0
565597273;Juan Imhoff;ARG;male;05/11/1988;1.78;79;rugby sevens;0;0;0
172353646;Juan Lopez;ARG;male;5/27/85;1.78;74;hockey;1;0;0
322112942;Juan Manuel Cano;ARG;male;12/12/1987;1.68;60;athletics;0;0;0
436803627;Juan Martin Del Potro;ARG;male;9/23/88;1.98;97;tennis;0;1;0
919263299;Juan Monaco;ARG;male;3/29/84;1.85;77;tennis;0;0;0
516208233;Juan Pablo Estelles;ARG;male;05/05/1988;1.85;90;rugby sevens;0;0;0
92791561;Juan Pablo Fernandez;ARG;male;9/30/88;1.92;86;handball;0;0;0
335899694;Juan Saladino;ARG;male;9/28/87;1.74;73;hockey;1;0;0
566554621;Juan Vivaldi;ARG;male;7/17/79;1.8;80;hockey;1;0;0
819205568;Juan de la Fuente;ARG;male;8/15/76;1.81;74;sailing;0;0;0
881992373;Julia Gomes;ARG;female;4/30/92;1.65;60;hockey;0;0;0
292662070;Julia Sebastian;ARG;female;11/23/93;1.78;70;aquatics;0;0;0
149975684;Julieta Constanza Lazcano;ARG;female;6/25/89;1.9;74;volleyball;0;0;0
578772600;Julio Alsogaray;ARG;male;04/11/1980;1.8;81;sailing;0;0;0
560449526;Klaus Lange;ARG;male;1/13/95;1.82;81;sailing;0;0;0
438898270;Lautaro Giannetti;ARG;male;11/13/93;1.75;80;football;0;0;0
495484356;Leandro Blanc;ARG;male;05/02/1993;1.65;;boxing;0;0;0
964889059;Leandro Vega;ARG;male;5/27/96;1.66;70;football;0;0;0
483445056;Leo Mainoldi;ARG;male;03/04/1985;2.04;106;basketball;0;0;0
403277949;Leonardo Querin;ARG;male;4/17/82;1.97;105;handball;0;0;0
792302802;Leticia Boscacci;ARG;female;11/08/1985;1.86;70;volleyball;0;0;0
268135411;Lisandro Magallan;ARG;male;9/27/93;1.81;79;football;0;0;0
543136851;Luca Masso;ARG;male;7/17/94;1.86;82;hockey;1;0;0
129309426;Lucas Calabrese;ARG;male;12/12/1986;1.68;60;sailing;0;0;0
199482882;Lucas Rey;ARG;male;10/11/1982;1.77;74;hockey;1;0;0
517848380;Lucas Romero;ARG;male;4/18/94;1.69;73;football;0;0;0
988887897;Lucas Rossi;ARG;male;06/02/1985;1.88;88;hockey;1;0;0
612347154;Lucas Vila;ARG;male;8/23/86;1.72;75;hockey;1;0;0
249567858;Lucia Falasca;ARG;female;07/08/1993;1.71;64;sailing;0;0;0
668932185;Lucia Fresco;ARG;female;5/14/91;1.95;92;volleyball;0;0;0
546619067;Lucia Haro;ARG;female;8/21/86;1.78;71;handball;0;0;0
901297411;Lucia Palermo;ARG;female;9/30/85;1.73;59;rowing;0;0;0
45981048;Luciana Mendoza;ARG;female;3/14/90;1.7;68;handball;0;0;0
422969496;Luciana Salvado;ARG;female;4/13/90;1.69;65;handball;0;0;0
95393469;Luciano Taccone;ARG;male;5/29/89;1.76;63;triathlon;0;0;0
55174907;Luciano de Cecco;ARG;male;06/02/1988;1.91;98;volleyball;0;0;0
949015694;Lucina von der Heyde;ARG;female;1/24/97;1.6;57;hockey;0;0;0
116880876;Luis Ariel Molina;ARG;male;03/07/1988;1.72;57;athletics;0;0;0
772996626;Luis Scola;ARG;male;4/30/80;2.04;108;basketball;0;0;0
308383815;Macarena Gandulfo;ARG;female;11/03/1993;1.74;73;handball;0;0;0
985732268;Macarena Sans;ARG;female;11/20/96;1.65;64;handball;0;0;0
587247307;Magdalena Garro;ARG;female;2/18/89;1.6;60;canoe;0;0;0
949112523;Manu Ginobili;ARG;male;7/28/77;1.98;91;basketball;0;0;0
653187190;Manuel Brunet;ARG;male;11/16/85;1.79;79;hockey;1;0;0
122886715;Manuela Pizzo;ARG;female;11/13/91;1.77;73;handball;0;0;0
995047482;Marcos Delia;ARG;male;04/08/1992;2.09;105;basketball;0;0;0
60248392;Maria Barrionuevo;ARG;female;5/16/84;1.71;58;hockey;0;0;0
437720766;Maria Belen Perez Maurice;ARG;female;07/12/1985;1.8;68;fencing;0;0;0
173396847;Maria Branz;ARG;female;02/06/1990;1.7;68;sailing;0;0;0
548878175;Maria Campoy;ARG;female;10/06/1990;1.58;48;hockey;0;0;0
821892550;Maria Gabriela Diaz;ARG;female;01/02/1981;1.6;53;cycling;0;0;0
526855097;Maria Granatto;ARG;female;4/21/95;1.58;58;hockey;0;0;0
949792080;Maria Mutio;ARG;female;11/20/84;1.71;68;hockey;0;0;0
397999900;Maria Ortiz;ARG;female;4/16/97;1.62;50;hockey;0;0;0
649684578;Maria Peralta;ARG;female;11/30/77;1.67;49;athletics;0;0;0
